URL,id,openDoarId,name,email,uri,homepageUrl,source,software,metadataFormat,createdDate,location,logo,type,stats,contains_software_set,Num_sw_records,Error,Manual_Num_sw_records,Category,Notes
research-information.bris.ac.uk/ws/oai,286.0,2642.0,Explore Bristol Research,open-access@bristol.ac.uk,,https://research-information.bris.ac.uk,,,oai_dc,2013-05-09T15:39:26+01:00,"{'countryCode': 'GB', 'latitude': 51.459668, 'longitude': -2.601643}",https://api.core.ac.uk/data-providers/286/logo,REPOSITORY,,No,0.0,Bad Argument Error,,,
radar.gsa.ac.uk/cgi/oai2,355.0,2695.0,Glasgow School of Art: RADAR,radar@gsa.ac.uk,,http://radar.gsa.ac.uk,,eprints,rioxx,2013-07-10T13:02:07+01:00,"{'countryCode': 'GB', 'latitude': 55.866, 'longitude': -4.2634}",https://api.core.ac.uk/data-providers/355/logo,REPOSITORY,,No,0.0,No error,,,
eprints.staffs.ac.uk/cgi/oai2,620.0,2881.0,STORE - Staffordshire Online Repository,eprints@staffs.ac.uk,,http://eprints.staffs.ac.uk,,eprints,rioxx,2013-11-19T12:58:25+00:00,"{'countryCode': 'GB', 'latitude': 53.0101, 'longitude': -2.1826}",https://api.core.ac.uk/data-providers/620/logo,REPOSITORY,,No,0.0,No error,,,
repository.falmouth.ac.uk/cgi/oai2,649.0,3261.0,Falmouth University Research Repository (FURR),repository@falmouth.ac.uk,,http://repository.falmouth.ac.uk,,eprints,rioxx,2015-01-20T12:11:28+00:00,"{'countryCode': 'GB', 'latitude': 50.171084, 'longitude': -5.123619}",https://api.core.ac.uk/data-providers/649/logo,REPOSITORY,,No,0.0,No error,,,
uobrep.openrepository.com/uobrep/oai/request,654.0,,University of Bedfordshire Repository,repository@beds.ac.uk,,http://uobrep.openrepository.com,,,oai_dc,2015-01-20T16:59:20+00:00,"{'countryCode': 'GB', 'latitude': 51.878306, 'longitude': -0.411352}",https://api.core.ac.uk/data-providers/654/logo,REPOSITORY,,No sets,0.0,BadVerbError,0.0,Does not contain software,"Type in search bar filter, but ‘software’ gives 0 results"
insight.cumbria.ac.uk/cgi/oai2,685.0,1675.0,Insight - University of Cumbria ,insight@cumbria.ac.uk,,http://insight.cumbria.ac.uk,,,rioxx,2015-08-18T11:27:50+01:00,"{'countryCode': 'GB', 'latitude': 54.890876, 'longitude': -2.922234}",https://api.core.ac.uk/data-providers/685/logo,REPOSITORY,,No,0.0,No error,,,
researchportal.port.ac.uk/ws/oai,695.0,3461.0,Portsmouth University Research Portal (Pure),pure@port.ac.uk,,https://researchportal.port.ac.uk,,,oai_dc,2015-09-24T19:09:10+01:00,"{'countryCode': 'GB', 'latitude': 50.794854, 'longitude': -1.090908}",https://api.core.ac.uk/data-providers/695/logo,REPOSITORY,,,,,,,
repository.londonmet.ac.uk/cgi/oai2,912.0,3367.0,London Met Repository,,,https://repository.londonmet.ac.uk/,,,rioxx,2016-05-26T17:06:53+01:00,"{'countryCode': 'GB', 'latitude': 51.51307, 'longitude': -0.07642}",https://api.core.ac.uk/data-providers/912/logo,REPOSITORY,,No,0.0,No error,,,
rde.dspace-express.com/oai/request,914.0,3565.0,RD&E Research Repository,,,https://rde.dspace-express.com,,,oai_dc,2016-05-26T17:07:06+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/914/logo,REPOSITORY,,,,,,,
archaeologydataservice.ac.uk/oai/archives/OAIHandler,1022.0,1578.0,Archaeology Data Service,,,https://archaeologydataservice.ac.uk,,,oai_dc,2016-07-06T15:16:11+01:00,"{'countryCode': 'GB', 'latitude': 53.962, 'longitude': -1.0861}",https://api.core.ac.uk/data-providers/1022/logo,REPOSITORY,,,,,,,
datacompass.lshtm.ac.uk/cgi/oai2/,1023.0,,LSHTM Data Compass,,,http://datacompass.lshtm.ac.uk,,,oai_dc,2016-07-06T15:16:29+01:00,"{'countryCode': 'gb', 'latitude': 51.5209, 'longitude': -0.130687}",https://api.core.ac.uk/data-providers/1023/logo,REPOSITORY,,No sets,0.0,BadVerbError,0.0,Not a standard research output repo,LSHTM dataset repo
press-start.gla.ac.uk/index.php/press-start/oai,2420.0,,Press Start,,,http://press-start.gla.ac.uk,,,oai_dc,2017-01-04T12:10:16+00:00,"{'countryCode': 'GB', 'latitude': 55.868885, 'longitude': -4.295308}",https://api.core.ac.uk/data-providers/2420/logo,JOURNAL,,No,0.0,No error,,,
risweb.st-andrews.ac.uk/ws/oai,2654.0,,University of St. Andrews - Pure,open-access-support@st-andrews.ac.uk,,http://risweb.st-andrews.ac.uk,,,oai_dc,2015-01-27T18:44:25+00:00,"{'countryCode': 'GB', 'latitude': 56.341693, 'longitude': -2.792752}",https://api.core.ac.uk/data-providers/2654/logo,REPOSITORY,,No,0.0,BadVerbError,207.0,Contains software,https://risweb.st-andrews.ac.uk/portal/en/datasets/search.html?uri=&lastName=&search=&organisationName=&organisations=&type=%2Fdk%2Fatira%2Fpure%2Fdataset%2Fdatasettypes%2Fdataset%2Fsoftware&openAccessPermissionStatus=
hull-repository.worktribe.com/oaiprovider,4657.0,,Repository@Hull - CRIS,C.Awre@hull.ac.uk,,https://hull-repository.worktribe.com/,,Worktribe,oai_dc,2018-02-21T11:56:57+00:00,"{'countryCode': 'GB', 'latitude': 53.7730979, 'longitude': -0.3669859000000315}",https://api.core.ac.uk/data-providers/4657/logo,REPOSITORY,,No,0.0,404 error,,,
data.kent.ac.uk/cgi/oai2,5607.0,4245.0,Kent Data Repository,,,,,,oai_dc,2019-04-18T11:15:32+01:00,"{'countryCode': 'gb', 'latitude': 51.2977, 'longitude': 1.06828}",https://api.core.ac.uk/data-providers/5607/logo,REPOSITORY,,No,0.0,No error,,,
socialtheoryapplied.com/journal/jast/oai,12428.0,,Journal of Applied Social Theory,,,https://socialtheoryapplied.com,,OJS,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/12428/logo,JOURNAL,,,,,,,
www.ubplj.org/index.php/index/oai,12957.0,,The University of Buckingham Press Journals,,,http://www.ubplj.org,,OJS,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/12957/logo,JOURNAL,,No,0.0,No error,,,
hau.repository.guildhe.ac.uk/cgi/oai2,12969.0,8606.0,Harper Adams University Repository,,,https://hau.repository.guildhe.ac.uk,,Eprints 3,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': 52.779451, 'longitude': -2.427135}",https://api.core.ac.uk/data-providers/12969/logo,REPOSITORY,,No,0.0,No error,,,
datastorre.stir.ac.uk/oai/openaire,13144.0,,University of Stirling: DataSTORRE (Stirling Online Repository for Research Data),,,https://datastorre.stir.ac.uk,,DSpace XOAI,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': 56.145931, 'longitude': -3.919952}",https://api.core.ac.uk/data-providers/13144/logo,REPOSITORY,,No,0.0,No error,,,
www.repository.uhblibrary.co.uk/cgi/oai2,13672.0,,Heart of England: HEFT Repository,,,http://www.repository.uhblibrary.co.uk,,Eprints 3,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/13672/logo,REPOSITORY,,No,0.0,URL error,,,
www.xpublication.com/index.php/index/oai,14281.0,,Open access publications from Tech Reviews,,,http://www.xpublication.com,,OJS,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/14281/logo,JOURNAL,,,,,,,
edata.bham.ac.uk/cgi/oai2,14703.0,,University of Birmingham eData Repository (UBIRA E-Data),,,https://edata.bham.ac.uk,,Eprints 3,oai_dc,2019-09-30T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/14703/logo,REPOSITORY,,No,0.0,No error,,,
bcu.eprints-hosting.org/cgi/oai2,14803.0,3870.0,Birmingham City University Open Access Repository,,,,,,oai_dc,2019-11-25T15:27:47+00:00,"{'countryCode': 'gb', 'latitude': 52.4822, 'longitude': -1.88861}",https://api.core.ac.uk/data-providers/14803/logo,REPOSITORY,,No sets,0.0,BadVerbError,0.0,No direct software search capability,No software search item
publications.icr.ac.uk/cgi/oai2,14870.0,5451.0,The Institute of Cancer Research Publications Repository,,,,,,oai_dc,2019-11-25T15:28:14+00:00,"{'countryCode': 'gb', 'latitude': 51.3443, 'longitude': -0.1892}",https://api.core.ac.uk/data-providers/14870/logo,REPOSITORY,,,,,,,
rau.repository.guildhe.ac.uk/cgi/oai2,14871.0,6870.0,Royal Agricultural University Repository,,,https://rau.repository.guildhe.ac.uk/,,Eprints,oai_dc,2019-11-25T15:28:28+00:00,"{'countryCode': 'gb', 'latitude': 51.71, 'longitude': -1.995}",https://api.core.ac.uk/data-providers/14871/logo,REPOSITORY,,No,0.0,No error,,,
openresearch.surrey.ac.uk/view/oai/44SUR_INST/request,15542.0,,University of Surrey,,,https://openresearch.surrey.ac.uk,,,oai_dc,2020-12-14T10:41:42+00:00,"{'countryCode': 'GB', 'latitude': 51.2427832, 'longitude': -0.5878036}",https://api.core.ac.uk/data-providers/15542/logo,REPOSITORY,,,,,,,
repository.jisc.ac.uk/cgi/oai2,55.0,1063.0,Jisc Repository,repository@jisc.ac.uk,,http://repository.jisc.ac.uk,,eprints,oai_dc,2011-07-07T16:59:03+01:00,"{'countryCode': 'GB', 'latitude': 51.3814, 'longitude': -2.3575}",https://api.core.ac.uk/data-providers/55/logo,REPOSITORY,,No,,,0.0,No direct software search capability,No software search item
repository.alt.ac.uk/cgi/oai2,5.0,,ALT Open Access Repository,repository@alt.ac.uk,,http://repository.alt.ac.uk,,eprints,oai_dc,2011-05-11T14:57:33+01:00,"{'countryCode': 'gb', 'latitude': 51.7549, 'longitude': -1.22309}",https://api.core.ac.uk/data-providers/5/logo,REPOSITORY,,No,0.0,BadVerbError,0.0,No direct software search capability,No software search item
eprints.bbk.ac.uk/cgi/oai2,8.0,30.0,Birkbeck Institutional Research Online,lib-eprints@bbk.ac.uk ,,https://eprints.bbk.ac.uk,,eprints,rioxx,2011-05-12T18:08:27+01:00,"{'countryCode': 'GB', 'latitude': 51.521515, 'longitude': -0.129308}",https://api.core.ac.uk/data-providers/8/logo,REPOSITORY,,No,0.0,No error,,,
eprints.bournemouth.ac.uk/cgi/oai2,9.0,1076.0,Bournemouth University Research Online,BURO@bournemouth.ac.uk,,http://eprints.bournemouth.ac.uk,,eprints,rioxx,2011-05-10T19:46:10+01:00,"{'countryCode': 'GB', 'latitude': 50.742979, 'longitude': -1.897168}",https://api.core.ac.uk/data-providers/9/logo,REPOSITORY,,No,42.0,No error,,,
bradscholars.brad.ac.uk/dspace-oai/request,10.0,1460.0,Bradford Scholars,repository@bradford.ac.uk,,https://bradscholars.brad.ac.uk,,dspace,oai_dc,2011-05-09T22:33:07+01:00,"{'countryCode': 'gb', 'latitude': 53.7917, 'longitude': -1.7674}",https://api.core.ac.uk/data-providers/10/logo,REPOSITORY,,No,0.0,No error,,,
etheses.dur.ac.uk/cgi/oai2,32.0,1918.0,Durham e-Theses,dro.admin@durham.ac.uk,,http://etheses.dur.ac.uk,,eprints,oai_dc,2011-05-12T19:14:14+01:00,"{'countryCode': 'GB', 'latitude': 54.7682, 'longitude': -1.5735}",https://api.core.ac.uk/data-providers/32/logo,REPOSITORY,,No,12963.0,No error,,,
dro.dur.ac.uk/cgi/oai2,33.0,,Durham Research Online,dro.admin@durham.ac.uk,,https://dro.dur.ac.uk,,eprints,oai_dc,2011-05-14T20:00:53+01:00,"{'countryCode': 'gb', 'latitude': 54.7667, 'longitude': -1.5667}",https://api.core.ac.uk/data-providers/33/logo,REPOSITORY,,No,28313.0,No error,,,
eprints.soton.ac.uk/cgi/oai2,34.0,348.0,e-Prints Soton,eprints@soton.ac.uk,,https://eprints.soton.ac.uk,,eprints,rioxx,2011-06-18T14:32:59+01:00,"{'countryCode': 'GB', 'latitude': 50.9342, 'longitude': -1.3957}",https://api.core.ac.uk/data-providers/34/logo,REPOSITORY,,No,13.0,No error,,,
eprints.gla.ac.uk/cgi/oai2,42.0,162.0,Enlighten,william.nixon@glasgow.ac.uk,,http://eprints.gla.ac.uk,,eprints,rioxx,2011-05-13T09:01:21+01:00,"{'countryCode': 'GB', 'latitude': 55.87329, 'longitude': -4.2889}",https://api.core.ac.uk/data-providers/42/logo,REPOSITORY,,No,0.0,No error,,,
eprints.lancs.ac.uk/cgi/oai2,59.0,201.0,Lancaster E-Prints,m.dunne@lancaster.ac.uk,,http://eprints.lancs.ac.uk,,eprints,oai_dc,2011-05-15T13:23:05+01:00,"{'countryCode': 'GB', 'latitude': 54.00975, 'longitude': -2.78598}",https://api.core.ac.uk/data-providers/59/logo,REPOSITORY,,No,0.0,BadVerbError,0.0,No direct software search capability,No software search item
eprints.leedsbeckett.ac.uk/cgi/oai2,62.0,,Leeds Beckett Repository ,openaccess@leedsbeckett.ac.uk,,http://eprints.leedsbeckett.ac.uk,,eprints,rioxx,2011-06-01T10:39:27+01:00,"{'countryCode': 'gb', 'latitude': 53.8264, 'longitude': -1.3}",https://api.core.ac.uk/data-providers/62/logo,REPOSITORY,,Yes,0.0,BadVerbError,0.0,Does not contain software,"Software type, but 0 records"
researchonline.ljmu.ac.uk/cgi/oai2,65.0,3107.0,LJMU Research Online,researchonline@ljmu.ac.uk,,http://researchonline.ljmu.ac.uk,,eprints,rioxx,2011-07-21T14:29:04+01:00,"{'countryCode': 'GB', 'latitude': 53.40292, 'longitude': -2.97338}",https://api.core.ac.uk/data-providers/65/logo,REPOSITORY,,No,0.0,No error,,,
nectar.northampton.ac.uk/cgi/oai2,78.0,1251.0,NECTAR,nectar@northampton.ac.uk,,http://nectar.northampton.ac.uk,,eprints,rioxx,2011-05-27T18:54:38+01:00,"{'countryCode': 'GB', 'latitude': 52.23698, 'longitude': -0.89735}",https://api.core.ac.uk/data-providers/78/logo,REPOSITORY,,No,0.0,No error,,,
purehost.bath.ac.uk/ws/oai,82.0,1378.0,University of Bath Research Portal,opus-support@bath.ac.uk,,http://opus.bath.ac.uk,,eprints,oai_dc,2011-05-15T10:16:09+01:00,"{'countryCode': 'GB', 'latitude': 51.3815, 'longitude': -2.3278}",https://api.core.ac.uk/data-providers/82/logo,REPOSITORY,,No,0.0,Bad Argument Error,,,
ora.ox.ac.uk/oai2,88.0,1064.0,Oxford University Research Archive,ora@bodleian.ox.ac.uk,,https://ora.ox.ac.uk,,fedora,oai_dc,2011-07-01T16:54:00+01:00,"{'countryCode': 'GB', 'latitude': 51.7466, 'longitude': -1.2709}",https://api.core.ac.uk/data-providers/88/logo,REPOSITORY,,No,0.0,No error,,,
repository.uel.ac.uk/oai2,96.0,1488.0,UEL Research Repository at University of East London,repository@uel.ac.uk,,https://repository.uel.ac.uk,,haplo,rioxx,2011-07-07T16:11:00+01:00,"{'countryCode': 'GB', 'latitude': 51.5075933, 'longitude': 0.0650805}",https://api.core.ac.uk/data-providers/96/logo,REPOSITORY,,No,0.0,OAI XML Syntax error,,,
archive.serpentproject.com/perl/oai2,100.0,,SERPENT Image &amp; Video Database,,,http://archive.serpentproject.com,,eprints,oai_dc,2011-05-30T20:56:04+01:00,"{'countryCode': 'gb', 'latitude': 50.9, 'longitude': -1.4}",https://api.core.ac.uk/data-providers/100/logo,REPOSITORY,,,,,,,
eprints.soas.ac.uk/cgi/oai2,103.0,285.0,SOAS Research Online,lib-eprints@soas.ac.uk,,https://eprints.soas.ac.uk,,eprints,rioxx,2011-07-07T16:11:01+01:00,"{'countryCode': 'GB', 'latitude': 51.52, 'longitude': -0.12}",https://api.core.ac.uk/data-providers/103/logo,REPOSITORY,,No,0.0,No error,,,
ssudl.solent.ac.uk/cgi/oai2,104.0,1677.0,Solent Electronic Archive,ir.admin@solent.ac.uk,,http://ssudl.solent.ac.uk/,,eprints,oai_dc,2011-07-07T16:11:02+01:00,"{'countryCode': 'GB', 'latitude': 50.907747, 'longitude': -1.400166}",https://api.core.ac.uk/data-providers/104/logo,REPOSITORY,,No sets,0.0,URL error,,,
research.uca.ac.uk/cgi/oai2,117.0,1925.0,UCA Research Online,arobinson@ucreative.ac.uk,,http://research.uca.ac.uk,,eprints,oai_dc,2011-07-07T16:12:10+01:00,"{'countryCode': 'GB', 'latitude': 51.2159, 'longitude': 0.8053}",https://api.core.ac.uk/data-providers/117/logo,REPOSITORY,,No,0.0,No error,,,
hydra-oai-pmh.hull.ac.uk/oaiprovider,127.0,1370.0,University of Hull Institutional Repository,repository@hull.ac.uk,,http://hydra-oai-pmh.hull.ac.uk,,,oai_dc,2011-07-07T16:15:29+01:00,"{'countryCode': 'GB', 'latitude': 53.7443, 'longitude': -0.3324}",https://api.core.ac.uk/data-providers/127/logo,REPOSITORY,,No,0.0,No error,,,
wrap.warwick.ac.uk/cgi/oai2,136.0,,Warwick Research Archives Portal Repository,publications@warwick.ac.uk,,http://wrap.warwick.ac.uk,,eprints,rioxx,2011-05-22T16:37:17+01:00,"{'countryCode': 'gb', 'latitude': 52.3822, 'longitude': -1.5647}",https://api.core.ac.uk/data-providers/136/logo,REPOSITORY,,No,0.0,No error,,,
openaccess.city.ac.uk/cgi/oai2,146.0,,City Research Online,publications@city.ac.uk,,https://openaccess.city.ac.uk,,eprints,rioxx,2012-04-23T13:03:18+01:00,"{'countryCode': 'gb', 'latitude': 51.528, 'longitude': -0.1031}",https://api.core.ac.uk/data-providers/146/logo,REPOSITORY,,Yes,10.0,No error,,,
philpapers.org/oai.pl,160.0,1978.0,PhilPapers,,,https://philpapers.org,,eprints,oai_dc,2012-06-01T16:52:41+01:00,"{'countryCode': 'GB', 'latitude': 51.520997, 'longitude': -0.127845}",https://api.core.ac.uk/data-providers/160/logo,REPOSITORY,,,,,,,
repository.canterbury.ac.uk/oai2,164.0,2172.0,Canterbury Research and Theses Environment,create.library@canterbury.ac.uk,,http://create.canterbury.ac.uk,,eprints,rioxx,2012-06-08T17:05:38+01:00,"{'countryCode': 'GB', 'latitude': 51.2796, 'longitude': 1.0894}",https://api.core.ac.uk/data-providers/164/logo,REPOSITORY,,No,0.0,OAI XML Syntax error,,,
sure.sunderland.ac.uk/cgi/oai2,168.0,2408.0,Sunderland University Institutional Repository,sure@sunderland.ac.uk,,https://sure.sunderland.ac.uk,,eprints,rioxx,2012-06-08T17:02:16+01:00,"{'countryCode': 'GB', 'latitude': 54.9084, 'longitude': -1.3761}",https://api.core.ac.uk/data-providers/168/logo,REPOSITORY,,No,0.0,No error,,,
research.tees.ac.uk/ws/oai,278.0,1816.0,Teeside University's Research Repository,researchportal@tees.ac.uk,,http://tees.openrepository.com,,Pure,oai_dc,2012-11-13T11:36:34+00:00,"{'countryCode': 'GB', 'latitude': 54.5737, 'longitude': -1.2387}",https://api.core.ac.uk/data-providers/278/logo,REPOSITORY,,No,0.0,Bad Argument Error,,,
repository.uwl.ac.uk/cgi/oai2,357.0,2700.0,UWL Repository,openaccess@uwl.ac.uk,,http://repository.uwl.ac.uk,,eprints,rioxx,2013-07-10T13:02:46+01:00,"{'countryCode': 'GB', 'latitude': 51.4544, 'longitude': -0.9764}",https://api.core.ac.uk/data-providers/357/logo,REPOSITORY,,No,0.0,No error,,,
eprints.keele.ac.uk/cgi/oai2,657.0,2263.0,Keele Research Repository,s.mcgowan@keele.ac.uk,,https://eprints.keele.ac.uk,,eprints,rioxx,2015-01-22T10:01:37+00:00,"{'countryCode': 'GB', 'latitude': 53.003437, 'longitude': -2.272053}",https://api.core.ac.uk/data-providers/657/logo,REPOSITORY,,No,0.0,No error,,,
ray.yorksj.ac.uk/cgi/oai2,683.0,,York St John University Institutional Repository,RaY@yorksj.ac.uk,,https://ray.yorksj.ac.uk,,,rioxx,2011-05-27T23:19:36+01:00,"{'countryCode': 'GB', 'latitude': 53.9653, 'longitude': -1.0809}",https://api.core.ac.uk/data-providers/683/logo,REPOSITORY,,No,0.0,No error,,,
cris.winchester.ac.uk/ws/oai,694.0,3794.0,Winchester Research Repository,repository@winchester.ac.uk,,http://repository.winchester.ac.uk,,,oai_dc,2015-09-11T19:19:05+01:00,"{'countryCode': 'GB', 'latitude': 51.059771, 'longitude': -1.310142}",https://api.core.ac.uk/data-providers/694/logo,REPOSITORY,,No,0.0,Bad Argument Error,,,
bear.buckingham.ac.uk/cgi/oai2?verb=identify,704.0,3435.0,BEAR (Buckingham E-Archive of Research),,,http://bear.buckingham.ac.uk,,,oai_dc,2015-11-16T17:31:06+00:00,"{'countryCode': 'GB', 'latitude': 51.9993, 'longitude': -0.9876}",https://api.core.ac.uk/data-providers/704/logo,REPOSITORY,,No,0.0,No error,,,
www.repository.heartofengland.nhs.uk/cgi/oai2,911.0,3440.0,HEFT Repository,,,http://www.repository.heartofengland.nhs.uk,,,oai_dc,2016-05-26T17:06:41+01:00,"{'countryCode': 'GB', 'latitude': 52.4828, 'longitude': -1.8457}",https://api.core.ac.uk/data-providers/911/logo,REPOSITORY,,,,,,,
openresearch.lsbu.ac.uk/oai2,913.0,,LSBU Research Open,,,https://openresearch.lsbu.ac.uk/,,Haplo,rioxx,2016-05-26T17:06:59+01:00,"{'countryCode': 'GB', 'latitude': 51.5073509, 'longitude': -0.1277583}",https://api.core.ac.uk/data-providers/913/logo,REPOSITORY,,No,0.0,No error,,,
hira.hope.ac.uk/cgi/oai2,1053.0,3677.0,Hope's Institutional Research Archive,,,http://hira.hope.ac.uk,,,oai_dc,2016-10-28T11:03:10+01:00,"{'countryCode': 'GB', 'latitude': 53.3915, 'longitude': -2.8919}",https://api.core.ac.uk/data-providers/1053/logo,REPOSITORY,,No,0.0,BadVerbError,0.0,No direct software search capability,No software search item
preprint.chemweb.com/CPS/OAI/,2886.0,,Chemistry Preprint Server,,,http://preprint.chemweb.com,,,oai_dc,2017-08-31T15:53:52+01:00,"{'countryCode': 'gb', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/2886/logo,REPOSITORY,,,,,,,
quantropy.org/cgi/oai2,3308.0,,Quantropy is open to all,,,http://quantropy.org,,,oai_dc,2017-08-31T15:55:02+01:00,"{'countryCode': 'gb', 'latitude': 51.752, 'longitude': -1.2558}",https://api.core.ac.uk/data-providers/3308/logo,REPOSITORY,,,,,,,
archives.webmedcentral.com/oai,3325.0,,Webmedcentral,,,http://archives.webmedcentral.com,,,oai_dc,2017-08-31T15:55:05+01:00,"{'countryCode': 'gb', 'latitude': 51.5002, 'longitude': -0.1262}",https://api.core.ac.uk/data-providers/3325/logo,REPOSITORY,,,,,,,
repository.rothamsted.ac.uk/oai2,4813.0,,Rothamsted Repository,library@rothamsted.ac.uk,,https://repository.rothamsted.ac.uk,,Haplo,oai_dc,2019-01-03T19:42:05+00:00,"{'countryCode': 'GB', 'latitude': -0.354859, 'longitude': 51.809357}",https://api.core.ac.uk/data-providers/4813/logo,REPOSITORY,,No,0.0,OAI XML Syntax error,,,
eprintsdemo.wwwconf.ecs.soton.ac.uk/perl/oai2,5361.0,376.0,WWW Conferences Archive,,,,,,oai_dc,2019-04-18T11:14:14+01:00,"{'countryCode': 'gb', 'latitude': 50.9342, 'longitude': -1.3957}",https://api.core.ac.uk/data-providers/5361/logo,REPOSITORY,,,,,,,
eprints.st-andrews.ac.uk/perl/oai2,11214.0,290.0,St Andrews Eprints,,,,,,oai_dc,2019-07-22T00:00:56+01:00,"{'countryCode': 'gb', 'latitude': 56.3421, 'longitude': -2.79637}",https://api.core.ac.uk/data-providers/11214/logo,REPOSITORY,,,,,,,
christie.openrepository.com/oai/rioxx,11756.0,,The Christie School of Oncology: Christie Research Publications Repository,,,https://christie.openrepository.com,,DSpace XOAI,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': 53.429724, 'longitude': -2.22982}",https://api.core.ac.uk/data-providers/11756/logo,REPOSITORY,,,,,,,
oxfamilibrary.openrepository.com/oai/rioxx,11850.0,,Oxfam iLibrary,,,https://oxfamilibrary.openrepository.com,,DSpace XOAI,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': 51.729539, 'longitude': -1.20597}",https://api.core.ac.uk/data-providers/11850/logo,REPOSITORY,,,,,,,
onlinejournal.org.uk/index.php/index/oai,12449.0,,onlinejournal.org.uk,,,http://onlinejournal.org.uk,,OJS,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/12449/logo,JOURNAL,,,,,,,
ojs.st-andrews.ac.uk/index.php/index/oai,13021.0,,University of St Andrews: Journal Hosting Service,,,https://ojs.st-andrews.ac.uk,,OJS,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/13021/logo,JOURNAL,,No,0.0,No error,,,
journals.isss.org/index.php/index/oai,13192.0,,International Society for the Systems Sciences: Journals ISSS,,,http://journals.isss.org,,OJS,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/13192/logo,JOURNAL,,,,,,,
hijournal.bcs.org/index.php/jhi/oai,13236.0,,"Informatics in Primary Care (BCS, The Chartered Institute for IT)",,,https://hijournal.bcs.org,,OJS,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/13236/logo,JOURNAL,,,,,,,
publications.coventry.ac.uk/index.php/index/oai,13359.0,,Coventry University: E-Journals,,,https://publications.coventry.ac.uk,,OJS,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/13359/logo,JOURNAL,,No,0.0,No error,,,
bucks.repository.guildhe.ac.uk/cgi/oai2,13623.0,9175.0,Bucks New University: Bucks Knowledge Archive,,,https://bucks.repository.guildhe.ac.uk,,Eprints 3,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': 51.6205, 'longitude': -0.7386}",https://api.core.ac.uk/data-providers/13623/logo,REPOSITORY,,No,0.0,No error,,,
eprints.hrwallingford.com/cgi/oai2,13656.0,,HR Wallingford Ltd.: ePrints at HR Wallingford,,,http://eprints.hrwallingford.com,,eprints,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/13656/logo,REPOSITORY,,No,,,,,
marjon.repository.guildhe.ac.uk/cgi/oai2,14252.0,7337.0,Plymouth Marjon University Repository,,,https://marjon.repository.guildhe.ac.uk/,,Eprints 3,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': 50.421124, 'longitude': -4.110431}",https://api.core.ac.uk/data-providers/14252/logo,REPOSITORY,,No,0.0,No error,,,
cdm15847.contentdm.oclc.org/oai/oai.php,14547.0,,University of Sheffield Library Digital Collections,,,http://cdm15847.contentdm.oclc.org,,ContentDM,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': 53.382742, 'longitude': -1.488167}",https://api.core.ac.uk/data-providers/14547/logo,REPOSITORY,,No,,,,,
journals.rbge.org.uk/index.php/rbgesib/oai,14648.0,,Sibbaldia - the Journal of Botanic Garden Horticulture (Royal Botanic Garden Edinburgh Journals),,,https://journals.rbge.org.uk,,OJS,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/14648/logo,JOURNAL,,,,,,,
